Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
upper west,nadowli,duong chps,chps,duong,government,10.20917,-2.32978
upper west,nadowli,kpazie chps,chps,kpazie,government,10.20917,-2.32978
upper west,nadowli,samanbo chps,chps,samanbo,government,10.2902,-2.18107
upper west,nadowli,tabiesi chps,chps,tabiesi,government,10.2902,-2.18107
upper west,nadowli,kanyini chps,chps,kanyini,government,10.16023,-2.2956
upper west,nadowli,challa chps,chps,challa,government,10.18016,-2.13909
upper west,sissala east,bawiesibella chps,chps,bawiesibella,government,10.15213,-1.44512
upper west,sissala west,buo chps,chps,buo,government,10.15213,-1.44512
upper west,sissala west,duwie chps,chps,duwie,government,10.15213,-1.44512
upper west,wa east,goh chps,chps,goh,government,10.10873,-2.13551
upper west,wa east,kattaa chps,chps,kattaa,government,10.10873,-2.13551
upper west,wa east,naaha chps,chps,naaha,government,10.10873,-2.13551
upper west,wa east,ducie chps,chps,ducie,government,9.50208,-1.59546
upper west,wa east,kpaglahi chps,chps,kpaglahi,government,9.50208,-1.59546
upper west,wa east,buffiamah chps,chps,buffiamah,government,9.50208,-1.59546
upper west,wa east,katua chps,chps,katua,government,9.59185,-1.55494
upper west,wa east,biitenga chps,chps,bitenga,government,9.59185,-1.55494
upper west,wa east,jeyiri chps,chps,jeyiri,government,9.59185,-1.55494
upper west,wa east,samuel saidu memorial clinic,clinic,baayiri,government,9.59185,-1.55494
upper west,wa municipal,bamahu chps,chps,bamahu,government,9.56995,-2.23418
upper west,wa municipal,boli chps,chps,boli,government,9.56995,-2.23418
upper west,wa municipal,piisi chps,chps,piisi,government,9.56995,-2.23418
upper west,wa municipal,jonga chps,chps,jonga,government,10.03265,-2.25044
upper west,wa municipal,dobile chps,chps,dobile,government,10.04092,-2.30982
upper west,wa municipal,kpomgu chps,chps,kpomgu,government,9.9838532,-2.22366669999996
upper west,wa municipal,nakora chps,chps,nakora,government,9.9838532,-2.22366669999996
upper west,wa municipal,dondoli chps,chps,dondoli,government,10.04063,-2.29734
upper west,wa municipal,kumbiehi chps,chps,kumbiehi,government,10.0512,-2.30109
upper west,wa municipal,tampalipaani chps,chps,tampalipaani,government,9.9838532,-2.22366669999996
upper west,wa municipal,market clinic,clinic,fadama,government,9.9838532,-2.22366669999996
upper west,wa municipal,sti  clinic,clinic,community centre,government,9.9838532,-2.22366669999996
upper west,wa municipal,konta north,clinic,konta,government,9.9838532,-2.22366669999996
upper west,wa municipal,charingu health centre,health centre,charingu,government,9.9838532,-2.22366669999996
upper west,wa municipal,kambali health centre,health centre,kambali,government,9.9838532,-2.22366669999996
upper west,wa municipal,wa urban health centre,health centre,wa urban,government,10.06041,-2.5003
upper west,wa west,dabo chps,chps,dabo,government,10.0702,-2.4596
upper west,wa west,metteu chps,chps,metteu,government,9.9360149,-2.65864009999995
upper west,wa west,jenebob chps,chps,jenebob,government,9.9360149,-2.65864009999995
upper west,wa west,ga chps,chps,garu,government,9.9360149,-2.65864009999995
upper west,wa west,kunchelleyiri chps,chps,kunchelleyiri,government,9.45462,-2.21965
upper west,jirapa,jirapa nurses training colleage,training institution,jirapa,government,10.533333,-2.70000000000004
upper west,jirapa,jirapa community health nurses training school,training institution,jirapa,government,10.533333,-2.70000000000004
upper west,jirapa,jirapa midwifery training school,training institution,jirapa,government,10.533333,-2.70000000000004
upper west,wa,wa health assistants training school,training institution,wa,government,10.0666667,-2.5
volta,adaklu-anyigbe,adaklu hlekpe health centre,health centre,adaklu hlekpe,government,6.49032,0.48773
volta,adaklu-anyigbe,ziope health centre,health centre,ziope,government,6.4216,0.73793
volta,adaklu-anyigbe,adaklu ahunda health centre,health centre,adaklu ahunda,government,6.28798,0.54468
volta,adaklu-anyigbe,kpetoe health centre,health centre,kpetoe,government,6.54767,0.69357
volta,adaklu-anyigbe,adaklu waya   health centre,health centre,adaklu waya,government,6.44801,0.62388
volta,adaklu-anyigbe,salvation army clinic,health centre,adaklu sopa,chag,6.38347,0.63826
volta,adaklu-anyigbe,keyime health centre,health centre,keyime,government,6.34644,0.714
volta,adaklu-anyigbe,wudzedeke health centre,health centre,wudzedeke,government,6.35311,0.6907
volta,adaklu-anyigbe,adaklu-anyigbe district health directorate,district health directorate,kpetoe,government,6.5428,0.69945
volta,ho municipal,ho community health nurses training school,training institution,ho,government,6.5994,0.47897
volta,ho municipal,ho nurses training college,training institution,ho,government,6.59994,0.47897
volta,ho municipal,ho municipal health directorate,municipal health directorate,ho,government,6.61074,0.46777
volta,ho municipal,steve biko clinic,clinic,ho,private,6.60425,0.4817
volta,ho municipal,gisella memorial clinic,clinic,abutia kpota,private,6.42495,0.2882
volta,ho municipal,akpe na mawu clinic,clinic,ho,private,6.59496,0.45248
volta,ho municipal,hofedo rch,rch,hofedo,government,6.599779,0.471394000000032
volta,ho municipal,takla chps,chps,takla,government,6.599779,0.471394000000032
volta,ho municipal,dededo chps,chps,dededo,government,6.599779,0.471394000000032
volta,ho municipal,st john's clinic (ent),clinic,ho,private,6.599779,0.471394000000032
volta,ho municipal,dr. quaye infirmery,clinic,ho,private,6.599779,0.471394000000032
volta,ho municipal,council hall rch,rch,ho,government,6.599779,0.471394000000032
volta,ho municipal,abutia kpota rch,rch,abutia kpota,private,6.599779,0.471394000000032
volta,ho municipal,alalale rch,rch,ho rtc,government,6.599779,0.471394000000032
volta,ho municipal,dora's maternity home,maternity home,kpedze,private,6.599779,0.471394000000032
volta,ho municipal,nightingale maternity home,maternity home,nyive,private,6.599779,0.471394000000032
volta,ho municipal,miracle life clinic,hospital,ho,private,6.59855,0.46523
volta,ho municipal,tsibu health centre,health centre,tsibu,government,6.57815,0.27885
volta,ho municipal,taviafe health centre,health centre,taviafe,government,6.66395,0.47341
volta,ho municipal,dodome teleafenu  health centre,health centre,dodome teleafenu,government,6.8033,0.50415
volta,ho municipal,saviefe agorkpo health centre,health centre,saviefe agorkpo,government,6.784067,0.411633
volta,ho municipal,ho polyclinic,polyclinic,ho,government,6.60289,0.49271
volta,ho municipal,amedzofe health centre,health centre,amedzope,government,6.85153,0.43555
volta,ho municipal,hodzoga health centre,health centre,hodzoga,government,6.67156,0.57846
volta,ho municipal,shia health centre,health centre,shia,government,6.79456,0.56212
volta,ho municipal,abutia kloe health centre,health centre,abutia kloe,government,6.4841,0.34725
volta,ho municipal,fume health centre,health centre,fume,government,6.878533,0.42045
volta,ho municipal,dzolo gbogame health centre,health centre,dzolo gbogame,government,6.77545,0.47681
volta,ho municipal,dodome awiasu health centre,health centre,dodome awiasu,government,6.76756,0.51627
volta,ho municipal,nyive health centre,health centre,nyive,government,6.76168,0.57856
volta,ho municipal,lume health centre,health centre,lume,government,6.76022,0.51531
volta,ho municipal,atikpui health centre,health centre,atikpui,government,6.74583,0.62377
volta,ho municipal,ziave health centre,health centre,ziavi,government,6.65039,0.44264
volta,ho municipal,tanyigbe health centre,health centre,tanyigbe,government,6.69613,0.52185
volta,ho municipal,klefe health centre,health centre,klefe,government,6.6184,0.44442
volta,ho municipal,gbadzeme health centre,health centre,gbadzeme,government,6.86116,0.44132
volta,ho municipal,vane health centre,health centre,vane,government,6.82417,0.42248
volta,ho municipal,dzolo kpuita health centre,health centre,dzolo kpuita,government,6.73469,0.44479
volta,ho municipal,matse health centre,health centre,matse,government,6.68861,0.48231
volta,ho municipal,tokokoe health centre,health centre,tokokoe,government,6.71853,0.55557
volta,ho municipal,akoefe health centre,health centre,akoefe,government,6.65595,0.51331
volta,ho municipal,kpedze health centre,health centre,kpedze,government,6.8463,0.50409
volta,ho municipal,tsito health centre,health centre,tsito,government,6.55093,0.30134
volta,ho municipal,abutia agove health centre,health centre,abutia agove,government,6.505783,0.364633
volta,ho municipal,akrofu health centre,health centre,akrofu,government,6.63283,0.37881
volta,ho municipal,hlefi health centre,health centre,hlefi,government,6.7208,0.376117
volta,ho municipal,ho e. p. clinic,health centre,ho,chag,6.60187,0.47638
volta,ho municipal,volta regional hospital,regional hospital,ho,government,6.60215,0.48421
volta,ho municipal,ho municipal hospital,municipal hospital,ho,government,6.60926,0.46805
volta,ho municipal,7 mrs (military hospital),hospital,ho,quasi-government,6.61737,0.48768
volta,hohoe,hohoe midwifery training school,training institution,hohoe,government,7.15849,0.47239
volta,hohoe,hohoe district health directorate,district health directorate,hohoe,government,7.14836,0.47274
volta,hohoe,leklebi kame health centre,health centre,leklebi kame,government,6.96778,0.51587
volta,hohoe,soba liati health centre,health centre,soba liati,government,7.01016,0.51274
volta,hohoe,logba tota health centre,health centre,logba tota,government,6.89008,0.45336
volta,hohoe,gbi wegbe health centre,health centre,gbi wegbe,government,7.11135,0.45891
volta,hohoe,akpafu adorkor health centre,health centre,akpafu adorkor,government,7.28125,0.528083
volta,hohoe,santrokofi health centre,health centre,santrokofi,government,7.21485,0.47205
volta,hohoe,ve golokwati health centre,health centre,ve golokwati,government,7.00071,0.43755
volta,hohoe,lolobi kumase health centre,health centre,lolobi kumase,government,7.21877,0.52861
volta,hohoe,fodome helu health centre,health centre,fodome helu,government,7.07424,0.50712
volta,hohoe,likpe abrani health centre,health centre,likpe abrani,government,7.2479,0.559733
volta,hohoe,tafi agoeme health centre,health centre,tafi agoeme,government,6.84859,0.39238
volta,hohoe,ve hoeme health centre,health centre,ve hoeme,government,6.95761,0.45874
volta,hohoe,likpe kukurntumi health centre,health centre,likpe kukurntumi,government,7.26183,0.56834
volta,hohoe,logba vuinta health centre,health centre,logba vuinta,government,6.92311,0.46091
volta,hohoe,akpafu mempeasem health centre,health centre,akpafu mempeasem,government,7.249967,0.4825
volta,hohoe,gbledi health centre,health centre,gbledi,government,7.03232,0.55932
volta,hohoe,likpe bala health centre,health centre,likpe bala,government,7.203,0.60788
volta,hohoe,likpe bakwa health centre,health centre,likpe bakwa,government,7.16317,0.58214
volta,hohoe,nyagbo gagbefe health centre,health centre,nyagbo gagbefe,government,6.81945,0.37475
volta,hohoe,nyangbo sroe health centre,health centre,nyangbo sroe,government,6.77367,0.37709
volta,hohoe,fodome ahor health centre,health centre,fodome ahor,government,7.08445,0.55947
volta,hohoe,goviefe agodome health centre,health centre,goviefe agodome,government,6.71463,0.33663
volta,hohoe,alavanyo health centre,health centre,alavanyo,government,7.1199,0.3578
volta,hohoe,st. george's health centre,health centre,soba liati,chag,6.98529,0.48962
volta,hohoe,hohoe government hospital,district hospital,hohoe,government,7.15849,0.47239
volta,hohoe,wli afegame health centre,health centre,wli afegame,government,7.11633,0.58649
volta,hohoe,leklebi duga health centre,health centre,leklebi  duga,government,6.95983,0.49854
volta,hohoe,fodome woe chps,chps,fodome woe,government,7.06954,0.51707
volta,hohoe,logba alakpeti health centre,health centre,logba alakpeti,government,6.8902,0.42874
volta,hohoe,akpafu adomi community clinic,clinic,akpafu odomi,government,7.27607,0.47742
volta,hohoe,liati wote chps,chps,liati wote,government,7.02111,0.548553
volta,hohoe,revival clinic,clinic,ve koloenu,private,7.04464,0.43448
volta,jasikan,jasikan district health directorate,district health directorate,jasikan,government,7.40135,0.46459
volta,jasikan,bowiri community clinic,health centre,bowiri,government,7.33227,0.45922
volta,jasikan,kwamekrom static clinic,health centre,kwamekrom,government,7.29616,0.33076
volta,jasikan,new ayoma health centre,health centre,new ayoma,government,7.284033,0.583917
volta,jasikan,kute clinic,health centre,kute,government,7.37731,0.61336
volta,jasikan,akaa clinic,health centre,akaa,government,7.4268,0.40889
volta,jasikan,amanya  health centre,health centre,amanya,government,7.4519,0.34045
volta,jasikan,baglo clinic,health centre,baglo,government,7.30324,0.63808
volta,jasikan,jasikan hospital,district hospital,jasikan,government,7.40135,0.46459
volta,jasikan,abotoase health centre,health centre,abotoase,government,7.40788,0.30284
volta,jasikan,nkonya wurupong health centre,health centre,nkonya wurupong,government,7.17411,0.33047
volta,jasikan,old ayoma health centre,health centre,old ayoma,government,7.28808,0.63358
volta,jasikan,bodada health centre,health centre,bodada,government,7.35791,0.48971
volta,jasikan,teteman health centre,health centre,teteman,government,7.303633,0.508517
volta,jasikan,baika health centre,health centre,baika,government,7.235167,0.531467
volta,jasikan,nsuta health centre,health centre,nsuta,government,7.50509,0.45856
volta,jasikan,worawora hospital,hospital,worawora h,government,7.514483,0.375783
volta,jasikan,n.v.c. hospital,hospital,jasikan,private,7.40926,0.47122
volta,jasikan,st jude medical centre,clinic,baglo,private,7.31093,0.65842
volta,jasikan,teteman chps,chps,new teteman,government,7.30353,0.50848
volta,jasikan,nkonya ahenkro health centre,health centre,nkonya ahenkro,government,7.1189,0.32725
volta,kadjebi,kadjebi district health directorate,district health directorate,kadjebi,government,7.5339,0.47355
volta,kadjebi,dzamlome government,clinic,dzamlome,government,7.5803,0.440083
volta,kadjebi,dodo amanfrom health centre,health centre,dodo amanfrom,government,7.82116,0.50692
volta,kadjebi,ahamansu health centre,health centre,ahamansu,government,7.725617,0.55005
volta,kadjebi,kadjebi health centre,health centre,kadjebi,government,7.5339,0.47355
volta,kadjebi,pampawie health centre,health centre,pampawie,government,7.81128,0.5668
volta,kadjebi,dodi-mepeasem health centre,health centre,dodi-mempeasem,government,7.63383,0.51598
volta,kadjebi,dodi papase mary theresa hospital,hospital,dodi papase,chag,7.74227,0.51028
volta,kadjebi,faith  maternity home,maternity home,dzindjiso,private,7.59752,0.52753
volta,kadjebi,woraworso health centre,health centre,woraworso,government,7.65459,0.44468
volta,kadjebi,poase cement health centre,health centre,poase cement,government,7.6507,0.51971
volta,keta,keta district health directorate,district health directorate,keta,government,5.88784,0.98164
volta,keta,sacred heart hospital,hospital,abor,chag,6.05465,0.867667
volta,keta,st. rapheal's clinic,clinic,tegbi,private,5.87099,0.98061
volta,keta,asadame health centre,health centre,asadame,government,5.99405,0.857117
volta,keta,kotoka memorial clinic,health centre,alakple,government,5.85179,0.888
volta,keta,agbledome health centre,health centre,agbledome,government,5.77699,0.7414
volta,keta,anyako health centre,health centre,anyako,government,6.00984,0.90157
volta,keta,tegbi health centre,health centre,tegbi,government,5.84994,0.97225
volta,keta,atiavi health centre,health centre,atiavi,government,5.94776,0.8507
volta,keta,tregui health centre,health centre,tregui,government,5.88803,0.82339
volta,keta,galo-sota health centre,health centre,galo-sota,government,5.85415,0.71039
volta,keta,anlo-afiadenyigba health centr,health centre,anlo-afiadenyigba,government,6.0447,0.97815
volta,keta,anloga health centre,health centre,anloga,government,5.79154,0.88193
volta,keta,hatorgodo e. p. clinic,health centre,hatorgodo,chag,5.9505,0.807683
volta,keta,keta government hospital,municipal hospital,keta,government,5.88784,0.98164
volta,keta,crowns maternity home,maternity home,keta,private,5.78283,0.72263
volta,keta,nancy's maternity home,maternity home,keta,private,5.82579,0.95
volta,keta,st. franscis clinic,clinic,anyanui,private,5.77996,0.73077
volta,keta,anyanui health centre,health centre,anyanui,government,5.78153,0.72957
volta,keta,anseco clinic,clinic,avuime,private,5.8066,0.93048
volta,keta,lebene clinic,clinic,abor,private,6.066833,0.856367
volta,keta,kafui maternity home,maternity home,abor,private,6.066667,0.862067
volta,keta,holy maternity home,maternity home,angloga,private,5.79618,0.90419
volta,keta,madam mary maternity home,maternity home,vui,private,5.88564,0.98164
volta,ketu,ketu district health directorate,district health directorate,aflao,government,6.11762,1.1803
volta,ketu,blekusu health centre,health centre,blekusu,government,5.987383,1.0292
volta,ketu,tadzewu health centre,health centre,tadzewu,government,6.188517,0.8948
volta,ketu,afife health centre,health centre,afife,government,6.0541,0.9186
volta,ketu,wheta health centre,health centre,wheta,government,6.08257,0.97503
volta,ketu,aflao hospital,district hospital,aflao,government,6.11762,1.18013
volta,ketu,st anthony's hospital,hospital,dzodze,chag,6.24112,0.98911
volta,ketu,agavedzi health centre,health centre,agavedzi,government,6.00546,1.04302
volta,ketu,adina health centre,health centre,adina,government,6.04202,1.07422
volta,ketu,klikoor health centre,health centre,klikoor,government,6.07488,1.0282
volta,ketu,akporkploe health centre,health centre,akporkploe,government,6.1551,1.16645
volta,ketu,devego health centre,health centre,devego,government,6.17732,0.91419
volta,ketu,ohawu health centre,health centre,ohawu,government,6.13266,0.89581
volta,ketu,ehie health centre,health centre,ehie,government,6.14481,1.00314
volta,ketu,central aflao hospital,hospital,avoeme  aflao,private,6.11523,1.1691
volta,ketu,new hope hospital,hospital,viefe  aflao,private,6.10926,1.15964
volta,ketu,sape-agbo memorial  hospital,hospital,hedzranawo,private,6.09708,1.143
volta,ketu,denu rch,health centre,denu,government,6.10094,1.14805
volta,ketu,kpoglu rch,health centre,kpoglu,government,6.17413,1.07178
volta,ketu,penyi rch,health centre,penyi,government,6.22267,1.03595
volta,ketu,nogokpo rch,rch,nogokpo,government,6.09083,1.07023
volta,ketu,st. linus children clinic,clinic,denu,private,6.10358,1.15024
volta,ketu,beno's maternity/clinic,maternity home,aflao,private,6.11724,1.191
volta,ketu,sunkwa maternity home,maternity home,aflao,private,6.11867,1.18727
volta,ketu,srohume clinic,clinic,srohume,private,6.04654,1.01568
volta,ketu,morning star clinic,clinic,afife,private,6.06392,0.91169
volta,ketu,st. anthony maternity/clinic,maternity home,kopeyia,private,6.14131,1.11281
volta,ketu,afatome clinic,clinic,denu,private,6.09399,1.15187
volta,ketu,port health service,clinic,aflao,government,6.11306,1.19144
volta,ketu,berith clinic,clinic,nogokpo,private,6.09247,1.07472
volta,ketu,bethesda clinic,clinic,agbozume,private,6.07943,1.03347
volta,ketu,st. anthony maternity clinic,clinic,aflao,private,6.1399,1.18952
volta,ketu,sarah's maternity home,maternity home,agbozume,private,6.07404,1.03176
volta,kpando,kpando district health directorate,district health directorate,kpando,government,6.99314,0.28993
volta,kpando,sabadu health centre,health centre,sabadu,government,6.905588,0.24822
volta,kpando,gadza health centre,health centre,gadza,government,7.0165,0.31853
volta,kpando,kudzra health centre,health centre,kudzra,government,6.9622,0.33978
volta,kpando,senam clinic  aziavi,health centre,kpando ziavi,government,6.98122,0.28906
volta,kpando,vakpo health centre,health centre,vakpo,government,6.85657,0.2824
volta,kpando,kpando health centre,health centre,kpando,government,6.99314,0.28993
volta,kpando,wusuta health centre,health centre,wusuta,government,6.83595,0.25759
volta,kpando,aveme danyigba health centre,health centre,aveme danyigba,government,6.92794,0.264
volta,kpando,tsrukpe health centre,health centre,tsrukpe,government,6.79575,0.27705
volta,kpando,botoku health centre,health centre,botoku,government,6.75977,0.26703
volta,kpando,kpando torkor health centre,health centre,kpando torkor,government,6.99871,0.25829
volta,kpando,awate health centre,health centre,awate,government,6.86865,0.23677
volta,kpando,anfoega catholic hospital,hospital,anfoega,chag,6.88049,0.27621
volta,kpando,kpando margret marquat hospital,district hospital,kpando,chag,6.99992,0.30312
volta,kpando,st. patrick's hospital,hospital,kpando,private,6.99852,0.28712
volta,kpando,aveme beme health centre,health centre,aveme beme,government,6.91877,0.26542
volta,kpando,wisdom maternity home,maternity home,kpando torkor,private,7.00259,0.2615
volta,kpando,matty's maternity home,maternity home,kpando,private,6.99665,0.29543
volta,kpando,angela zahnizer maternity home,maternity home,agbenorhoe,private,7.06507,0.30577
volta,krachi east,krachi east district health directorate,district health directorate,dambai,government,8.06828,0.16954
volta,krachi east,dambai e. p. clinic (dan mossar),clinic,dambai,chag,8.06744,0.016741
volta,krachi east,adumadum health centre,health centre,adumadum,government,7.82039,0.036993
volta,krachi east,katanga health centre,health centre,katanga,government,7.65851,0.033324
volta,krachi east,tokronu health centre,health centre,tokronu,government,7.77138,0.04226
volta,krachi east,asukawkaw health centre,health centre,asukawkaw,government,7.68831,0.04432
volta,krachi east,dormabin health centre,health centre,dormabin,government,7.83504,0.030785
volta,krachi east,nyietor naz. maternity home,maternity home,dambai,private,8.06431,0.018651
volta,krachi west,krachi west district health directorate,district health directorate,krachi,government,7.79476,0.05729
volta,krachi west,krachi district hospital,district hospital,krachi,government,7.79476,-0.05729
volta,krachi west,osramani health centre,health centre,ostramani,government,7.95647,-0.00906
volta,krachi west,monkra health centre,health centre,monkra,government,7.93023,-0.01069
volta,krachi west,banda health centre,health centre,banda,government,8.29353,-0.09654
volta,krachi west,ntewusa health centre,health centre,ntewusa,government,7.99206,0.00215
volta,krachi west,borae health centre,health centre,borae,government,8.15676,-0.03478
volta,krachi west,ehiamankyene health centre,health centre,ehiamankyene,government,7.99808,-0.06178
volta,krachi west,st. lukes clinic chinderi,clinic,chinderi,chag,8.139,-0.139
volta,krachi west,gyatoakroa chps,chps,gyatoakroa,government,8.179899,0.07513
volta,krachi west,anyinamae health centre,health centre,anyiname,government,8.05525,-0.15415
volta,nkwanta,nkwanta district health directorate,district health directorate,nkwanta,government,8.25756,0.50838
volta,nkwanta,damanko health centre,health centre,damanko,government,8.68775,0.18494
volta,nkwanta,kechebi health centre,health centre,kechebi,government,8.20548,0.39801
volta,nkwanta,kpassa health centre,health centre,kpassa,government,8.49597,0.31394
volta,nkwanta,tinjase health centre,health centre,tinjase,government,8.57005,0.40473
volta,nkwanta,fame clinic,health centre,obanda,chag,7.94065,0.51134
volta,nkwanta,pusupu health centre,health centre,pusupu,government,8.0521,0.49043
volta,nkwanta,tutukpene health centre,health centre,tutukpene,government,8.09914,0.3935
volta,nkwanta,bontibor clinic,health centre,bontibor,government,8.08967,0.49736
volta,nkwanta,sibi clinic,health centre,sibi,government,8.61158,0.23133
volta,nkwanta,keri clinic,health centre,keri,government,8.38638,0.52767
volta,nkwanta,obanda health centre,health centre,obanda,government,7.94337,0.51054
volta,nkwanta,nyambong health centre,health centre,nyambong,government,8.36006,0.478
volta,nkwanta,bonakye health centre,health centre,bonakye,government,8.4006,0.40342
volta,nkwanta,brewaniase health centre,health centre,brewaniase,government,8.00635,0.56168
volta,nkwanta,kpassa chuch of pentecost clinic,health centre,kpassa,chag,8.49341,0.30398
volta,nkwanta,nkwanta dsitrict hospital,district hospital,nkwanta,government,8.25756,0.50838
volta,nkwanta,st. joseph's hospital,hospital,nkwanta,chag,8.24792,0.52134
volta,nkwanta,agoufie chps,chps,nkwanta,government,8.34735,0.31913
volta,nkwanta,kabiti chps,clinic,nkwanta,government,8.31931,0.25061
volta,nkwanta,nkwanta rch,rch,nkwanta,government,8.25756,0.50838
volta,north tongu,north tongu district health directorate,district health directorate,adidome,government,6.074414,0.50339
volta,north tongu,volo health centre,health centre,volo,government,6.06115,0.30833
volta,north tongu,mafi kumasi health centre,health centre,mafi kumasi,government,6.27551,0.5713
volta,north tongu,dofor adidome health centre,health centre,dofor adidome,government,6.11891,0.2442
volta,north tongu,torgome health centre,health centre,torgome,government,6.11701,0.13748
volta,north tongu,avedo health centre,health centre,avedo,government,6.1338,0.63666
volta,north tongu,kpoviadzi health centre,health centre,kpoviadzi,government,6.20273,0.7097
volta,north tongu,biodun health centre,clinic,adidome,private,6.08012,0.50493
volta,north tongu,mafi sasekpe health centre,health centre,mafi sasekpe,government,6.27226,0.61951
volta,north tongu,fodzoku health centre,health centre,fodzoku,government,6.16198,0.12466
volta,north tongu,juapong health centre,health centre,juapong,government,6.25848,0.1406
volta,north tongu,podoe health centre,health centre,podoe,government,6.29884,0.19677
volta,north tongu,adidome hospital,district hospital,adidome,government,6.07347,0.49812
volta,north tongu,battor mission. hospital,hospital,battor,chag,6.06849,0.40122
volta,south dayi,south dayi district health directorate,district health directorate,kpeve,government,6.68044,0.32456
volta,south dayi,kpeve health centre,health centre,kpeve,government,6.6877,0.332
volta,south dayi,wegbe kpalime health centre,health centre,wegbe,government,6.654267,0.343083
volta,south dayi,have health centre,health centre,have,government,6.75798,0.3611
volta,south dayi,dzemeni e. p. church clinic,health centre,dzemeni,government,6.60048,0.17176
volta,south dayi,kpalime duga health centre,health centre,kpalime duga,government,6.57345,0.18283
volta,south dayi,hope maternity home,maternity home,tongo dzemeni,private,6.60373,0.17458
volta,south dayi,adzokoe health centre,health centre,adzokoe,government,6.625617,0.312667
volta,south dayi,dzake health centre,health centre,dzakeh,government,6.5011,0.20109
volta,south dayi,peki government hospital,district hospital,peki,government,6.5337,0.22594
volta,south dayi,st pauls maternity home,maternity home,dzemeni,private,6.60058,0.16716
volta,south dayi,tongor tsanakpe chps,chps,tongor tsanakpe,government,6.60745,0.17126
volta,south tongu,south tongu district health directorate,district health directorate,sogakope,government,6.00228,0.59663
volta,south tongu,comboni polyclinic,polyclinic,sogakope,chag,6.00217,0.58532
volta,south tongu,gamenu health centre,health centre,gamenu,government,5.79743,0.69163
volta,south tongu,agbakope health centre,health centre,agbakope,government,6.03148,0.70957
volta,south tongu,asidowui health centre,health centre,asidowui,government,5.913,0.62624
volta,south tongu,agorta health centre,health centre,agorta,government,5.8511,0.66119
volta,south tongu,dabala health centre,health centre,dabala,government,5.98588,0.67646
volta,south tongu,good sheperd maternity home,maternity home,sogakope,private,5.99312,0.58098
volta,south tongu,sogakope rch,rch,sogakope,government,6.00137,0.59492
volta,south tongu,kpotame health centre/chps,health centre,kpotame,government,5.97668,0.52564
volta,south tongu,tefle health centre,health centre,tefle,government,6.00073,0.56995
volta,south tongu,adutor health centre,health centre,adutor,government,5.96221,0.69649
volta,south tongu,dordoekope health centre,health centre,dordoekope,government,5.87685,0.60539
volta,south tongu,dorkplorme chps,chps,dorkplorme,government,6.11591,0.70574
volta,south tongu,sogakope district hospital,district hospital,sogakope,government,6.00774,0.61563
volta,hohoe,wli todzi health centre,health centre,wli todzi,government,7.1490389,0.474600000000009
volta,hohoe,wli cenral health centre,health centre,wli cenral,government,7.1490389,0.474600000000009
volta,hohoe,hohoe rch,rch,hohoe,government,7.1490389,0.474600000000009
volta,hohoe,liati soba health centre,health centre,liati soba,government,7.1490389,0.474600000000009
volta,hohoe,goviefe todzi health centre,health centre,goviefe todzi,government,7.1490389,0.474600000000009
volta,hohoe,noamesi's herbal clinic,clinic,hohoe,private,7.1490389,0.474600000000009
volta,jasikan,nkonya ntsumuru rch,rch,nkonya,government,7.41083329999999,0.466944399999988
volta,jasikan,tepa amanya rch,rch,tepa,government,7.41083329999999,0.466944399999988
volta,jasikan,guaman chps,chps,guaman,government,7.41083329999999,0.466944399999988
volta,jasikan,akporsorkubi health centre,health centre,akporsorkubi,government,7.41083329999999,0.466944399999988
volta,jasikan,takrabe clinic,clinic,takrabe,government,7.41083329999999,0.466944399999988
volta,jasikan,kyirahi clinic,clinic,kyirahi,government,7.41083329999999,0.466944399999988
volta,kadjebi,pepesu chps,chps,dodi,government,7.52749999999999,0.475833299999976
volta,keta,shime health centre,health centre,shime,government,5.910702,0.991866999999956
volta,keta,keta health assistants training school,training institution,keta,government,5.910702,0.991866999999956
volta,keta,kedze health centre,health centre,kedze,government,5.910702,0.991866999999956
volta,keta,tsiame health centre,health centre,tsiame,government,5.910702,0.991866999999956
volta,keta,dzelukope health centre,health centre,dzelukope,government,5.910702,0.991866999999956
volta,keta,sasiame chps,chps,sasiame,government,5.910702,0.991866999999956
volta,keta,atorkor chps,chps,atorkor,government,5.910702,0.991866999999956
volta,ketu,fiamafle clinic,clinic,fiamafle,government,5.910702,0.991866999999956
volta,ketu,agbozume health centre,health centre,agbozume,government,5.910702,0.991866999999956
volta,ketu,agbozume rch,rch,agbozume,government,5.910702,0.991866999999956
volta,ketu,kpoglu chps,chps,kpoglu,government,5.910702,0.991866999999956
volta,ketu,wudoaba rch,rch,wudoaba,government,5.910702,0.991866999999956
volta,ketu,tublukope chps,chps,tublukope,government,5.910702,0.991866999999956
volta,kpando,fesi chps,chps,fesi,government,6.990628,0.294879700000024
volta,kpando,dafor chps,chps,dafor,government,6.990628,0.294879700000024
volta,kpando,anfoega rch,rch,anfoega,government,6.990628,0.294879700000024
volta,kpando,bume chps,chps,bume,government,6.990628,0.294879700000024
volta,kpando,torkor health centre,health centre,torkor,government,6.990628,0.294879700000024
volta,kpando,sovie rch,rch,sovie,government,6.990628,0.294879700000024
volta,kpando,agbenorxoe health centre,health centre,agbenorxoe,government,6.990628,0.294879700000024
